YEAR,Longitude,Latitude,MO,DY,PRECTOTCORR
1981,8.905045463075526,11.245743087264296,9,3,24.72
1981,8.905045463075526,11.694900729324054,9,21,26.74
1981,8.905045463075526,12.144058371383815,9,21,26.74
1981,8.905045463075526,12.593216013443577,7,5,25.08
1981,8.905045463075526,13.042373655503338,7,5,27.53
1981,8.905045463075526,13.491531297563098,7,5,27.23
1981,8.905045463075526,13.94068893962286,7,5,27.23
1981,8.905045463075526,14.38984658168262,7,28,40.37
1981,8.905045463075526,14.83900422374238,7,28,36.86
1981,9.348515504033744,8.101639592845968,7,10,38.08
1981,9.348515504033744,8.55079723490573,7,10,32.0
1981,9.348515504033744,8.999954876965491,7,10,32.0
1981,9.348515504033744,9.449112519025253,8,28,30.36
1981,9.348515504033744,9.898270161085012,6,28,28.73
1981,9.348515504033744,10.347427803144774,6,28,33.52
1981,9.348515504033744,10.796585445204531,6,28,33.52
1981,9.348515504033744,11.245743087264296,6,28,35.96
1981,9.348515504033744,11.694900729324054,6,28,35.05
1981,9.348515504033744,12.144058371383815,6,28,35.05
1981,9.348515504033744,12.593216013443577,7,12,26.63
1981,9.348515504033744,13.042373655503338,7,28,26.2
1981,9.348515504033744,13.491531297563098,7,28,32.1
1981,9.348515504033744,13.94068893962286,7,28,32.1
1981,9.348515504033744,14.38984658168262,7,28,41.09
1981,9.348515504033744,14.83900422374238,7,28,39.06
1981,9.348515504033744,15.28816186580214,7,28,39.06
1981,9.348515504033744,15.7373195078619,7,19,32.81
1981,9.791421194623805,8.999954876965491,8,28,34.64
1981,9.791421194623805,9.449112519025253,8,28,32.84
1981,9.791421194623805,9.898270161085012,6,28,29.63
1981,9.791421194623805,10.347427803144774,6,28,33.74
1981,9.791421194623805,10.796585445204531,6,28,33.74
1981,9.791421194623805,11.245743087264296,6,28,38.63
1981,9.791421194623805,11.694900729324054,6,28,39.34
1981,9.791421194623805,12.144058371383815,6,28,39.34
1981,9.791421194623805,12.593216013443577,7,7,33.5
1981,9.791421194623805,13.042373655503338,7,7,30.89
1981,9.791421194623805,13.491531297563098,7,7,28.28
1981,9.791421194623805,13.94068893962286,7,7,28.28
1981,9.791421194623805,14.38984658168262,7,28,30.48
1981,9.791421194623805,14.83900422374238,7,28,31.78
1981,9.791421194623805,15.28816186580214,7,28,31.78
1981,10.233736821851537,9.898270161085012,6,28,29.63
1981,10.233736821851537,10.347427803144774,6,28,33.74
1981,10.233736821851537,10.796585445204531,6,28,33.74
1981,10.233736821851537,11.245743087264296,6,28,38.63
1981,10.233736821851537,11.694900729324054,6,28,39.34
1981,10.233736821851537,12.144058371383815,6,28,39.34
1981,10.233736821851537,12.593216013443577,7,7,33.5
1981,10.233736821851537,13.042373655503338,7,7,30.89
1981,10.233736821851537,13.94068893962286,7,7,28.28
1981,10.233736821851537,14.38984658168262,7,28,30.48
1981,10.233736821851537,15.28816186580214,7,28,31.78
1981,10.675436847723612,10.347427803144774,6,28,29.75
1981,10.675436847723612,10.796585445204531,6,28,29.75
1981,10.675436847723612,11.245743087264296,6,28,32.37
1981,10.675436847723612,11.694900729324054,6,28,33.1
1981,10.675436847723612,12.144058371383815,6,28,33.1
1981,10.675436847723612,12.593216013443577,7,11,31.88
1981,11.11649591622169,10.796585445204531,8,5,22.33
1981,11.11649591622169,11.245743087264296,7,28,20.78
1981,11.11649591622169,11.694900729324054,10,1,21.15
1981,11.11649591622169,12.144058371383815,10,1,21.15
1981,11.556888860147726,11.694900729324054,9,4,20.71
1982,6.2338340238658825,9.898270161085012,8,5,83.82
1982,6.2338340238658825,10.347427803144774,8,5,85.93
1982,6.680141303269673,9.449112519025253,9,28,61.25
1982,6.680141303269673,9.898270161085012,8,5,68.7
1982,6.680141303269673,10.347427803144774,8,5,70.11
1982,6.680141303269673,10.796585445204531,8,5,70.11
1982,6.680141303269673,11.245743087264296,10,2,67.09
1982,7.126041779624445,9.449112519025253,9,10,45.48
1982,7.126041779624445,9.898270161085012,9,10,42.82
1982,7.126041779624445,10.347427803144774,9,29,58.01
1982,7.126041779624445,10.796585445204531,9,29,58.01
1982,7.126041779624445,11.245743087264296,8,14,67.46
1982,7.126041779624445,11.694900729324054,9,29,74.1
1982,7.126041779624445,12.593216013443577,9,29,55.86
1982,7.126041779624445,13.042373655503338,8,5,78.16
1982,7.571508843038432,7.652481950786209,6,29,36.62
1982,7.571508843038432,8.101639592845968,6,29,39.75
1982,7.571508843038432,8.55079723490573,6,29,38.81
1982,7.571508843038432,8.999954876965491,6,29,38.81
1982,7.571508843038432,9.449112519025253,6,29,38.41
1982,7.571508843038432,9.898270161085012,6,29,40.21
1982,7.571508843038432,10.347427803144774,10,11,48.43
1982,7.571508843038432,10.796585445204531,10,11,48.43
1982,7.571508843038432,11.245743087264296,9,29,70.51
1982,7.571508843038432,11.694900729324054,9,29,73.55
1982,7.571508843038432,12.144058371383815,9,29,73.55
1982,7.571508843038432,12.593216013443577,8,8,58.58
1982,7.571508843038432,13.042373655503338,9,27,79.56
1982,7.571508843038432,13.491531297563098,9,27,87.14
1982,8.016516014323393,7.203324308726448,6,29,46.97
1982,8.016516014323393,7.652481950786209,6,29,46.97
1982,8.016516014323393,8.101639592845968,6,29,48.4
1982,8.016516014323393,8.55079723490573,6,29,43.15
1982,8.016516014323393,8.999954876965491,6,29,43.15
1982,8.016516014323393,9.449112519025253,6,29,36.19
1982,8.016516014323393,9.898270161085012,8,5,38.51
1982,8.016516014323393,10.347427803144774,8,5,51.95
1982,8.016516014323393,10.796585445204531,8,5,51.95
1982,8.016516014323393,11.245743087264296,8,5,49.08
1982,8.016516014323393,11.694900729324054,8,5,53.24
1982,8.016516014323393,12.144058371383815,8,5,53.24
1982,8.016516014323393,12.593216013443577,8,8,61.36
1982,8.016516014323393,13.042373655503338,8,8,84.86
1982,8.016516014323393,13.491531297563098,8,8,86.26
1982,8.016516014323393,13.94068893962286,8,8,86.26
1982,8.016516014323393,14.38984658168262,8,8,83.92
1982,8.016516014323393,14.83900422374238,8,24,63.75
1982,8.461036952645479,7.203324308726448,6,4,54.22
1982,8.461036952645479,7.652481950786209,6,4,54.22
1982,8.461036952645479,8.101639592845968,6,4,47.26
1982,8.461036952645479,8.55079723490573,9,9,42.93
1982,8.461036952645479,8.999954876965491,9,9,42.93
1982,8.461036952645479,9.449112519025253,9,9,37.9
1982,8.461036952645479,9.898270161085012,8,5,37.4
1982,8.461036952645479,10.347427803144774,8,5,50.64
1982,8.461036952645479,10.796585445204531,8,5,50.64
1982,8.461036952645479,11.245743087264296,8,5,45.26
1982,8.461036952645479,11.694900729324054,8,5,56.83
1982,8.461036952645479,12.144058371383815,8,5,56.83
1982,8.461036952645479,12.593216013443577,8,8,50.57
1982,8.461036952645479,13.042373655503338,8,8,70.15
1982,8.461036952645479,13.491531297563098,8,8,73.86
1982,8.461036952645479,13.94068893962286,8,8,73.86
1982,8.461036952645479,14.38984658168262,7,6,76.54
1982,8.461036952645479,14.83900422374238,7,6,62.51
1982,8.905045463075526,7.652481950786209,6,4,63.17
1982,8.905045463075526,8.101639592845968,6,4,62.38
1982,8.905045463075526,8.55079723490573,6,4,58.56
1982,8.905045463075526,8.999954876965491,6,4,58.56
1982,8.905045463075526,9.449112519025253,6,4,48.94
1982,8.905045463075526,9.898270161085012,9,9,29.05
1982,8.905045463075526,10.347427803144774,8,5,40.07
1982,8.905045463075526,10.796585445204531,8,5,40.07
1982,8.905045463075526,11.245743087264296,9,27,37.8
1982,8.905045463075526,11.694900729324054,8,5,39.11
1982,8.905045463075526,12.144058371383815,8,5,39.11
1982,8.905045463075526,12.593216013443577,9,27,46.72
1982,8.905045463075526,13.042373655503338,8,8,62.54
1982,8.905045463075526,13.491531297563098,7,6,66.29
1982,8.905045463075526,13.94068893962286,7,6,66.29
1982,8.905045463075526,14.38984658168262,7,6,74.14
1982,8.905045463075526,14.83900422374238,7,6,62.43
1982,9.348515504033744,8.101639592845968,6,4,55.02
1982,9.348515504033744,8.55079723490573,6,4,50.93
1982,9.348515504033744,8.999954876965491,6,4,50.93
1982,9.348515504033744,9.449112519025253,6,4,37.81
1982,9.348515504033744,9.898270161085012,8,9,35.69
1982,9.348515504033744,10.347427803144774,8,8,36.19
1982,9.348515504033744,10.796585445204531,8,8,36.19
1982,9.348515504033744,11.245743087264296,8,8,41.25
1982,9.348515504033744,11.694900729324054,8,8,39.68
1982,9.348515504033744,12.144058371383815,8,8,39.68
1982,9.348515504033744,12.593216013443577,8,8,46.16
1982,9.348515504033744,13.042373655503338,8,8,61.42
1982,9.348515504033744,13.491531297563098,8,8,60.82
1982,9.348515504033744,13.94068893962286,8,8,60.82
1982,9.348515504033744,14.38984658168262,7,6,61.81
1982,9.348515504033744,14.83900422374238,7,6,48.95
1982,9.348515504033744,15.28816186580214,7,6,48.95
1982,9.348515504033744,15.7373195078619,5,20,36.94
1982,9.791421194623805,8.999954876965491,8,9,39.66
1982,9.791421194623805,9.449112519025253,8,9,40.44
1982,9.791421194623805,9.898270161085012,7,4,33.95
1982,9.791421194623805,10.347427803144774,8,9,32.21
1982,9.791421194623805,10.796585445204531,8,9,32.21
1982,9.791421194623805,11.245743087264296,8,9,30.65
1982,9.791421194623805,11.694900729324054,9,27,32.1
1982,9.791421194623805,12.144058371383815,9,27,32.1
1982,9.791421194623805,12.593216013443577,8,8,37.98
1982,9.791421194623805,13.042373655503338,7,6,43.3
1982,9.791421194623805,13.491531297563098,7,6,43.51
1982,9.791421194623805,13.94068893962286,7,6,43.51
1982,9.791421194623805,14.38984658168262,7,6,40.3
1982,9.791421194623805,14.83900422374238,7,6,32.23
1982,9.791421194623805,15.28816186580214,7,6,32.23
1982,10.233736821851537,9.898270161085012,7,4,33.95
1982,10.233736821851537,10.347427803144774,8,9,32.21
1982,10.233736821851537,10.796585445204531,8,9,32.21
1982,10.233736821851537,11.245743087264296,8,9,30.65
1982,10.233736821851537,11.694900729324054,9,27,32.1
1982,10.233736821851537,12.144058371383815,9,27,32.1
1982,10.233736821851537,12.593216013443577,8,8,37.98
1982,10.233736821851537,13.042373655503338,7,6,43.3
1982,10.233736821851537,13.94068893962286,7,6,43.51
1982,10.233736821851537,14.38984658168262,7,6,40.3
1982,10.233736821851537,15.28816186580214,7,6,32.23
1982,10.675436847723612,10.347427803144774,7,4,26.95
1982,10.675436847723612,10.796585445204531,7,4,26.95
1982,10.675436847723612,11.245743087264296,8,20,28.0
1982,10.675436847723612,11.694900729324054,8,20,28.72
1982,10.675436847723612,12.144058371383815,8,20,28.72
1982,10.675436847723612,12.593216013443577,6,26,30.78
1982,11.11649591622169,10.796585445204531,8,9,31.36
1982,11.11649591622169,11.245743087264296,8,9,33.23
1982,11.11649591622169,11.694900729324054,8,9,32.94
1982,11.11649591622169,12.144058371383815,8,9,32.94
1982,11.556888860147726,11.694900729324054,8,9,54.2
1983,6.2338340238658825,9.898270161085012,8,3,85.23
1983,6.2338340238658825,10.347427803144774,8,3,56.17
1983,6.680141303269673,9.449112519025253,8,3,118.03
1983,6.680141303269673,9.898270161085012,8,3,73.29
1983,6.680141303269673,10.347427803144774,9,10,56.58
1983,6.680141303269673,10.796585445204531,9,10,56.58
1983,6.680141303269673,11.245743087264296,8,3,54.78
1983,7.126041779624445,9.449112519025253,8,3,120.77
1983,7.126041779624445,9.898270161085012,8,3,71.39
1983,7.126041779624445,10.347427803144774,9,10,56.56
1983,7.126041779624445,10.796585445204531,9,10,56.56
1983,7.126041779624445,11.245743087264296,8,3,56.64
1983,7.126041779624445,11.694900729324054,8,3,62.6
1983,7.126041779624445,12.593216013443577,8,29,42.44
1983,7.126041779624445,13.042373655503338,8,29,64.05
1983,7.571508843038432,7.652481950786209,8,2,80.7
1983,7.571508843038432,8.101639592845968,8,3,80.12
1983,7.571508843038432,8.55079723490573,8,3,88.56
1983,7.571508843038432,8.999954876965491,8,3,88.56
1983,7.571508843038432,9.449112519025253,8,3,84.96
1983,7.571508843038432,9.898270161085012,8,3,48.66
1983,7.571508843038432,10.347427803144774,9,10,39.26
1983,7.571508843038432,10.796585445204531,9,10,39.26
1983,7.571508843038432,11.245743087264296,8,3,43.86
1983,7.571508843038432,11.694900729324054,8,3,43.66
1983,7.571508843038432,12.144058371383815,8,3,43.66
1983,7.571508843038432,12.593216013443577,8,29,34.94
1983,7.571508843038432,13.042373655503338,8,30,46.96
1983,7.571508843038432,13.491531297563098,8,30,52.78
1983,8.016516014323393,7.203324308726448,8,2,53.53
1983,8.016516014323393,7.652481950786209,8,2,53.53
1983,8.016516014323393,8.101639592845968,8,3,58.89
1983,8.016516014323393,8.55079723490573,8,3,58.0
1983,8.016516014323393,8.999954876965491,8,3,58.0
1983,8.016516014323393,9.449112519025253,8,3,50.3
1983,8.016516014323393,9.898270161085012,6,2,40.58
1983,8.016516014323393,10.347427803144774,6,2,37.06
1983,8.016516014323393,10.796585445204531,6,2,37.06
1983,8.016516014323393,11.245743087264296,8,7,37.86
1983,8.016516014323393,11.694900729324054,7,5,37.31
1983,8.016516014323393,12.144058371383815,7,5,37.31
1983,8.016516014323393,12.593216013443577,8,7,35.12
1983,8.016516014323393,13.042373655503338,8,30,58.69
1983,8.016516014323393,13.491531297563098,8,30,70.47
1983,8.016516014323393,13.94068893962286,8,30,70.47
1983,8.016516014323393,14.38984658168262,8,30,69.92
1983,8.016516014323393,14.83900422374238,8,30,45.58
1983,8.461036952645479,7.203324308726448,8,3,64.46
1983,8.461036952645479,7.652481950786209,8,3,64.46
1983,8.461036952645479,8.101639592845968,8,3,62.58
1983,8.461036952645479,8.55079723490573,8,3,54.31
1983,8.461036952645479,8.999954876965491,8,3,54.31
1983,8.461036952645479,9.449112519025253,8,2,47.58
1983,8.461036952645479,9.898270161085012,8,2,36.68
1983,8.461036952645479,10.347427803144774,8,28,33.95
1983,8.461036952645479,10.796585445204531,8,28,33.95
1983,8.461036952645479,11.245743087264296,8,7,44.91
1983,8.461036952645479,11.694900729324054,8,7,41.89
1983,8.461036952645479,12.144058371383815,8,7,41.89
1983,8.461036952645479,12.593216013443577,8,7,39.98
1983,8.461036952645479,13.042373655503338,8,30,69.44
1983,8.461036952645479,13.491531297563098,8,30,78.04
1983,8.461036952645479,13.94068893962286,8,30,78.04
1983,8.461036952645479,14.38984658168262,8,30,71.38
1983,8.461036952645479,14.83900422374238,8,30,42.31
1983,8.905045463075526,7.652481950786209,8,3,69.43
1983,8.905045463075526,8.101639592845968,8,2,58.95
1983,8.905045463075526,8.55079723490573,8,2,59.18
1983,8.905045463075526,8.999954876965491,8,2,59.18
1983,8.905045463075526,9.449112519025253,8,2,58.94
1983,8.905045463075526,9.898270161085012,8,2,43.6
1983,8.905045463075526,10.347427803144774,7,5,36.28
1983,8.905045463075526,10.796585445204531,7,5,36.28
1983,8.905045463075526,11.245743087264296,7,5,34.26
1983,8.905045463075526,11.694900729324054,7,5,38.99
1983,8.905045463075526,12.144058371383815,7,5,38.99
1983,8.905045463075526,12.593216013443577,7,5,42.86
1983,8.905045463075526,13.042373655503338,8,30,59.98
1983,8.905045463075526,13.491531297563098,8,30,63.59
1983,8.905045463075526,13.94068893962286,8,30,63.59
1983,8.905045463075526,14.38984658168262,8,30,56.52
1983,8.905045463075526,14.83900422374238,7,5,41.53
1983,9.348515504033744,8.101639592845968,8,2,57.2
1983,9.348515504033744,8.55079723490573,8,2,57.49
1983,9.348515504033744,8.999954876965491,8,2,57.49
1983,9.348515504033744,9.449112519025253,8,2,55.8
1983,9.348515504033744,9.898270161085012,8,2,38.78
1983,9.348515504033744,10.347427803144774,7,5,44.22
1983,9.348515504033744,10.796585445204531,7,5,44.22
1983,9.348515504033744,11.245743087264296,7,5,51.17
1983,9.348515504033744,11.694900729324054,7,5,50.86
1983,9.348515504033744,12.144058371383815,7,5,50.86
1983,9.348515504033744,12.593216013443577,7,5,57.13
1983,9.348515504033744,13.042373655503338,7,5,62.95
1983,9.348515504033744,13.491531297563098,7,5,59.38
1983,9.348515504033744,13.94068893962286,7,5,59.38
1983,9.348515504033744,14.38984658168262,7,5,51.81
1983,9.348515504033744,14.83900422374238,7,5,43.93
1983,9.348515504033744,15.28816186580214,7,5,43.93
1983,9.348515504033744,15.7373195078619,7,5,38.07
1983,9.791421194623805,8.999954876965491,8,4,47.38
1983,9.791421194623805,9.449112519025253,8,4,45.32
1983,9.791421194623805,9.898270161085012,8,2,28.17
1983,9.791421194623805,10.347427803144774,7,5,32.8
1983,9.791421194623805,10.796585445204531,7,5,32.8
1983,9.791421194623805,11.245743087264296,7,5,35.17
1983,9.791421194623805,11.694900729324054,7,5,34.82
1983,9.791421194623805,12.144058371383815,7,5,34.82
1983,9.791421194623805,12.593216013443577,7,5,44.86
1983,9.791421194623805,13.042373655503338,7,5,49.99
1983,9.791421194623805,13.491531297563098,7,5,45.78
1983,9.791421194623805,13.94068893962286,7,5,45.78
1983,9.791421194623805,14.38984658168262,7,5,40.26
1983,9.791421194623805,14.83900422374238,7,5,35.64
1983,9.791421194623805,15.28816186580214,7,5,35.64
1983,10.233736821851537,9.898270161085012,8,2,28.17
1983,10.233736821851537,10.347427803144774,7,5,32.8
1983,10.233736821851537,10.796585445204531,7,5,32.8
1983,10.233736821851537,11.245743087264296,7,5,35.17
1983,10.233736821851537,11.694900729324054,7,5,34.82
1983,10.233736821851537,12.144058371383815,7,5,34.82
1983,10.233736821851537,12.593216013443577,7,5,44.86
1983,10.233736821851537,13.042373655503338,7,5,49.99
1983,10.233736821851537,13.94068893962286,7,5,45.78
1983,10.233736821851537,14.38984658168262,7,5,40.26
1983,10.233736821851537,15.28816186580214,7,5,35.64
1983,10.675436847723612,10.347427803144774,8,4,23.93
1983,10.675436847723612,10.796585445204531,8,4,23.93
1983,10.675436847723612,11.245743087264296,6,4,27.96
1983,10.675436847723612,11.694900729324054,6,4,29.31
1983,10.675436847723612,12.144058371383815,6,4,29.31
1983,10.675436847723612,12.593216013443577,7,5,29.82
1983,11.11649591622169,10.796585445204531,8,7,29.56
1983,11.11649591622169,11.245743087264296,8,4,27.52
1983,11.11649591622169,11.694900729324054,8,4,27.32
1983,11.11649591622169,12.144058371383815,8,4,27.32
1983,11.556888860147726,11.694900729324054,8,4,34.72
1984,6.2338340238658825,9.898270161085012,10,2,62.7
1984,6.2338340238658825,10.347427803144774,7,24,36.41
1984,6.680141303269673,9.449112519025253,9,26,80.61
1984,6.680141303269673,9.898270161085012,9,26,89.9
1984,6.680141303269673,10.347427803144774,9,26,56.23
1984,6.680141303269673,10.796585445204531,9,26,56.23
1984,6.680141303269673,11.245743087264296,4,26,32.21
1984,7.126041779624445,9.449112519025253,9,26,55.15
1984,7.126041779624445,9.898270161085012,9,26,72.22
1984,7.126041779624445,10.347427803144774,9,26,57.38
1984,7.126041779624445,10.796585445204531,9,26,57.38
1984,7.126041779624445,11.245743087264296,7,8,39.88
1984,7.126041779624445,11.694900729324054,7,8,40.7
1984,7.126041779624445,12.593216013443577,7,8,36.0
1984,7.126041779624445,13.042373655503338,7,8,27.77
1984,7.571508843038432,7.652481950786209,9,27,46.98
1984,7.571508843038432,8.101639592845968,10,2,31.0
1984,7.571508843038432,8.55079723490573,9,25,28.29
1984,7.571508843038432,8.999954876965491,9,25,28.29
1984,7.571508843038432,9.449112519025253,9,23,32.77
1984,7.571508843038432,9.898270161085012,9,23,37.28
1984,7.571508843038432,10.347427803144774,10,7,38.47
1984,7.571508843038432,10.796585445204531,10,7,38.47
1984,7.571508843038432,11.245743087264296,7,8,42.9
1984,7.571508843038432,11.694900729324054,7,8,42.08
1984,7.571508843038432,12.144058371383815,7,8,42.08
1984,7.571508843038432,12.593216013443577,7,8,41.84
1984,7.571508843038432,13.042373655503338,10,7,32.97
1984,7.571508843038432,13.491531297563098,10,7,29.36
1984,8.016516014323393,7.203324308726448,9,27,37.6
1984,8.016516014323393,7.652481950786209,9,27,37.6
1984,8.016516014323393,8.101639592845968,10,2,28.01
1984,8.016516014323393,8.55079723490573,5,3,29.86
1984,8.016516014323393,8.999954876965491,5,3,29.86
1984,8.016516014323393,9.449112519025253,5,3,32.71
1984,8.016516014323393,9.898270161085012,10,7,33.01
1984,8.016516014323393,10.347427803144774,10,7,37.98
1984,8.016516014323393,10.796585445204531,10,7,37.98
1984,8.016516014323393,11.245743087264296,7,8,40.48
1984,8.016516014323393,11.694900729324054,7,8,40.41
1984,8.016516014323393,12.144058371383815,7,8,40.41
1984,8.016516014323393,12.593216013443577,7,8,36.63
1984,8.016516014323393,13.042373655503338,10,7,31.67
1984,8.016516014323393,13.491531297563098,10,7,29.31
1984,8.016516014323393,13.94068893962286,10,7,29.31
1984,8.016516014323393,14.38984658168262,10,7,22.5
1984,8.016516014323393,14.83900422374238,7,25,27.73
1984,8.461036952645479,7.203324308726448,9,27,35.23
1984,8.461036952645479,7.652481950786209,9,27,35.23
1984,8.461036952645479,8.101639592845968,9,27,28.5
1984,8.461036952645479,8.55079723490573,9,25,24.99
1984,8.461036952645479,8.999954876965491,9,25,24.99
1984,8.461036952645479,9.449112519025253,5,3,28.95
1984,8.461036952645479,9.898270161085012,5,3,26.68
1984,8.461036952645479,10.347427803144774,7,8,30.56
1984,8.461036952645479,10.796585445204531,7,8,30.56
1984,8.461036952645479,11.245743087264296,9,27,29.65
1984,8.461036952645479,11.694900729324054,7,8,31.41
1984,8.461036952645479,12.144058371383815,7,8,31.41
1984,8.461036952645479,12.593216013443577,6,13,26.55
1984,8.461036952645479,13.042373655503338,7,26,28.07
1984,8.461036952645479,13.491531297563098,7,26,26.25
1984,8.461036952645479,13.94068893962286,7,26,26.25
1984,8.461036952645479,14.38984658168262,10,7,20.08
1984,8.461036952645479,14.83900422374238,7,25,29.9
1984,8.905045463075526,7.652481950786209,9,27,34.44
1984,8.905045463075526,8.101639592845968,9,2,28.95
1984,8.905045463075526,8.55079723490573,10,1,26.36
1984,8.905045463075526,8.999954876965491,10,1,26.36
1984,8.905045463075526,9.449112519025253,10,1,28.71
1984,8.905045463075526,9.898270161085012,10,1,26.51
1984,8.905045463075526,10.347427803144774,10,8,22.91
1984,8.905045463075526,10.796585445204531,10,8,22.91
1984,8.905045463075526,11.245743087264296,9,27,20.96
1984,8.905045463075526,11.694900729324054,9,23,23.5
1984,8.905045463075526,12.144058371383815,9,23,23.5
1984,8.905045463075526,12.593216013443577,9,27,18.68
1984,8.905045463075526,13.042373655503338,7,26,19.76
1984,8.905045463075526,13.491531297563098,10,7,19.19
1984,8.905045463075526,13.94068893962286,10,7,19.19
1984,8.905045463075526,14.38984658168262,9,23,19.49
1984,8.905045463075526,14.83900422374238,7,25,24.23
1984,9.348515504033744,8.101639592845968,9,2,36.12
1984,9.348515504033744,8.55079723490573,10,1,27.02
1984,9.348515504033744,8.999954876965491,10,1,27.02
1984,9.348515504033744,9.449112519025253,10,1,35.78
1984,9.348515504033744,9.898270161085012,10,1,34.72
1984,9.348515504033744,10.347427803144774,10,1,23.79
1984,9.348515504033744,10.796585445204531,10,1,23.79
1984,9.348515504033744,11.245743087264296,7,8,20.99
1984,9.348515504033744,11.694900729324054,9,23,21.74
1984,9.348515504033744,12.144058371383815,9,23,21.74
1984,9.348515504033744,12.593216013443577,7,8,16.15
1984,9.348515504033744,13.042373655503338,7,7,17.73
1984,9.348515504033744,13.491531297563098,7,7,18.69
1984,9.348515504033744,13.94068893962286,7,7,18.69
1984,9.348515504033744,14.38984658168262,7,7,18.74
1984,9.348515504033744,14.83900422374238,7,29,21.12
1984,9.348515504033744,15.28816186580214,7,29,21.12
1984,9.348515504033744,15.7373195078619,7,6,28.81
1984,9.791421194623805,8.999954876965491,9,30,27.69
1984,9.791421194623805,9.449112519025253,10,1,27.1
1984,9.791421194623805,9.898270161085012,10,1,28.89
1984,9.791421194623805,10.347427803144774,10,1,24.58
